student_key,student_id,student_name,date_of_birth,grade,contact_number
11314,S11314,derrick anthony,2017-11-26,Grade 3,+12417758778
11315,S11315,melissa strickland,2017-10-17,Grade 4,+15896701694
11316,S11316,olivia brown,2014-07-11,Grade 5,+13902886729
11317,S11317,heather hunt,2007-10-27,Grade 1,+15503166758
11318,S11318,rodney suarez,2018-08-06,Grade 3,+12767650750
11319,S11319,erica west,2007-06-21,Grade 3,+13967675001
11320,S11320,ernest harrison,2016-10-19,Grade 4,+17873025651
11321,S11321,steve cox,2015-01-31,Grade 3,+12219467959
11322,S11322,justin aguilar,2010-05-21,Grade 3,+18492842496
11323,S11323,james williams,2014-04-09,Grade 2,+15278757726
11324,S11324,edward juarez,2011-09-06,Grade 4,+16554844311
11325,S11325,kenneth richardson dds,2013-12-07,Grade 4,+12816416801
11326,S11326,dustin watson,2012-05-05,Grade 2,+17628549791
11327,S11327,leah mcintyre,2010-06-05,Grade 4,+17146599434
11328,S11328,christy holmes,2015-03-24,Grade 2,+16619798908
11329,S11329,brianna copeland,2013-01-06,Grade 4,+18876702462
11330,S11330,crystal johnson,2013-11-14,Grade 2,+14712641973
11331,S11331,melissa velez,2014-07-21,Grade 2,+12155269263
11332,S11332,javier murray,2010-07-31,Grade 3,+16758990883
11333,S11333,alexis edwards,2012-03-24,Grade 5,n/a
11334,S11334,richard alexander,2013-01-13,Grade 2,n/a
11335,S11335,jonathon sloan,2015-05-20,Grade 1,+12057686863
11336,S11336,lauren king,2010-11-07,Grade 4,+14594908580
11337,S11337,maria bennett,2010-07-12,Grade 5,+17268469082
11338,S11338,george caldwell,2013-05-13,Grade 5,+19244045826
11339,S11339,ashley gonzalez,2008-11-28,Grade 4,+17602430742
11340,S11340,tina gardner,2006-09-15,Grade 4,+19474204664
11341,S11341,crystal herrera,2012-10-06,Grade 2,+18065352081
11342,S11342,stacy harrington,2007-09-20,Grade 4,+16466506762
11343,S11343,danielle castillo,2009-08-29,Grade 4,+13493748979
11344,S11344,glen hess,2012-11-29,Grade 1,+19096326160
11345,S11345,barry newman,2008-08-24,Grade 3,+12699801441
11346,S11346,richard flores,2008-08-25,Grade 1,+13023118272
11347,S11347,jeffrey livingston,2006-12-10,Grade 1,+15289676927
11348,S11348,alexander clark,2007-08-27,Grade 3,+18038497125
11349,S11349,eric wu,2014-03-20,Grade 2,+17297952884
11350,S11350,candice ayala,2012-04-23,Grade 5,+16982391436
11351,S11351,kimberly becker,2018-02-12,Grade 3,+19297828203
11352,S11352,christopher vasquez,2009-09-09,Grade 5,+19915299825
11353,S11353,chad shaw,2007-02-04,Grade 1,+19962030688
11354,S11354,william wheeler,2009-02-21,Grade 5,+17705062926
11355,S11355,lori li,2015-12-15,Grade 5,+12493348995
11356,S11356,william thomas,2013-02-17,Grade 5,+14978734423
11357,S11357,sarah may,2015-02-17,Grade 4,+15223860308
11358,S11358,kristin cohen,2007-10-21,Grade 4,+12669709696
11359,S11359,rachel baxter dds,2013-07-07,Grade 4,+17463629373
11360,S11360,tony wilson,2012-08-30,Grade 5,+15925241204
11361,S11361,michael keller,2007-07-28,Grade 4,n/a
11362,S11362,steven king,2015-09-21,Grade 3,+15076302008
11363,S11363,brett stewart,2006-06-13,Grade 5,+17189422828
11364,S11364,melinda clayton,2009-04-24,Grade 3,+16222040259
11365,S11365,sean oconnor,2008-10-26,Grade 3,+18103670597
11366,S11366,carl brown,2014-01-25,Grade 2,+12949020422
11367,S11367,ashley hardy,2018-11-17,Grade 2,+17183199580
11368,S11368,wesley davis,2008-03-10,Grade 3,n/a
11369,S11369,tamara stewart,2008-04-18,Grade 3,+14677211702
11370,S11370,jonathan hicks,2013-12-14,Grade 4,+17109974557
11371,S11371,brandon mccoy,2012-01-01,Grade 4,+14656617651
11372,S11372,luis wang,2011-02-25,Grade 2,+17487218036
11373,S11373,jennifer carson,2017-06-24,Grade 3,+14324999950
11374,S11374,donna vega,2017-03-08,Grade 2,+17256537465
11375,S11375,dana gregory,2016-08-02,Grade 3,+19779169118
11376,S11376,brandon martinez,2010-08-22,Grade 1,+12785361792
11377,S11377,carol ramirez,2011-03-28,Grade 3,+18325365964
11378,S11378,tanner hernandez,2007-07-07,Grade 5,+18464765576
11379,S11379,jill mora,2006-12-10,Grade 4,+16525031341
11380,S11380,jeffrey cobb,2007-07-03,Grade 5,+13846347346
11381,S11381,brenda lawrence,2016-12-19,Grade 5,+16138629735
11382,S11382,scott diaz,2014-09-08,Grade 3,+16698441997
11383,S11383,john leon,2012-07-27,Grade 5,+15058961572
11384,S11384,danielle wells,2006-08-23,Grade 5,+19078745604
11385,S11385,lisa vazquez,2010-06-14,Grade 1,+15803151268
11386,S11386,cheryl harris,2011-07-15,Grade 1,+18106366508
11387,S11387,frances howard,2013-06-25,Grade 5,+17095137612
11388,S11388,claudia young,2013-07-19,Grade 4,+13909486926
11389,S11389,elizabeth brown,2016-03-25,Grade 3,+14009170691
11390,S11390,shawn edwards,2016-05-14,Grade 3,+14188229398
11391,S11391,debra johnson,2006-10-26,Grade 4,+16965151931
11392,S11392,nicole glass,2014-05-15,Grade 1,+19557665674
11393,S11393,rachel patton,2011-11-13,Grade 2,+16537682030
11394,S11394,scott gordon,2019-01-23,Grade 4,+14304755734
11395,S11395,patricia oneal,2009-04-20,Grade 5,+19719239863
11396,S11396,wendy barr,2017-10-09,Grade 2,+18216512175
11397,S11397,andrew ortiz,2018-01-08,Grade 3,n/a
11398,S11398,shane holland,2015-03-20,Grade 4,+17758101916
11399,S11399,jason riley,2017-04-10,Grade 2,n/a
11400,S11400,dr. donald walker,2014-12-27,Grade 3,+15446522023
11401,S11401,connie mccarty,2013-04-13,Grade 3,+18066531795
11402,S11402,alex adams,2012-06-23,Grade 1,+19977763454
11403,S11403,kelly ellis,2018-10-24,Grade 1,+19113091704
11404,S11404,robyn lopez,2015-09-08,Grade 3,+19424123069
11405,S11405,wanda pierce,2013-01-27,Grade 1,+19296223848
11406,S11406,gregory schultz,2008-04-27,Grade 4,+18148478721
11407,S11407,april ross,2007-03-10,Grade 4,+14436897134
11408,S11408,nancy dickerson,2015-10-28,Grade 5,+18147076326
11409,S11409,michael richardson,2017-07-27,Grade 5,+18402195891
11410,S11410,michael wood,2018-05-04,Grade 3,+19367802193
11411,S11411,daniel vang,2013-04-09,Grade 4,+18159087356
11412,S11412,david king,2015-09-19,Grade 4,+15087021209
11413,S11413,alec berger dds,2011-10-15,Grade 2,+17535419614
11414,S11414,vanessa davis,2007-06-04,Grade 2,+18593496843
11415,S11415,madeline liu,2015-04-17,Grade 3,+14154094536
11416,S11416,william caldwell,2006-08-30,Grade 5,+19736350826
11417,S11417,anthony chavez,2006-04-10,Grade 5,+19777681374
11418,S11418,david hale,2011-03-30,Grade 4,+18658001895
11419,S11419,anna gill,2009-03-07,Grade 5,+14973825217
11420,S11420,jonathan carter,2017-07-13,Grade 5,+13993038094
11421,S11421,brenda lowery,2007-05-23,Grade 3,+16234541431
11422,S11422,david singleton,2016-10-24,Grade 3,+14597094969
11423,S11423,melvin oconnor,2013-06-26,Grade 5,+15439971921
11424,S11424,michael paul,2011-11-06,Grade 1,+15088160656
11425,S11425,michelle hammond,2012-09-04,Grade 1,+18774984537
11426,S11426,jessica jenkins,2010-09-06,Grade 2,+13427456340
11427,S11427,brittany williams,2011-08-19,Grade 4,+16624070686
11428,S11428,cynthia scott,2015-04-03,Grade 1,+13623233576
11429,S11429,donald green,2015-12-29,Grade 4,n/a
11430,S11430,heidi gould,2018-01-19,Grade 4,+12848978488
11431,S11431,lynn martinez,2013-04-21,Grade 5,+14068159779
11432,S11432,jeremy brown,2009-04-13,Grade 4,+14383404080
11433,S11433,joy rodriguez,2015-06-19,Grade 5,+12868042345
11434,S11434,robert young,2012-07-27,Grade 1,+14284075475
11435,S11435,autumn davis,2009-10-15,Grade 3,+18133815633
11436,S11436,todd price,2011-12-27,Grade 3,+17153389394
11437,S11437,taylor smith,2018-07-04,Grade 4,+17663854891
11438,S11438,catherine friedman,2010-10-30,Grade 1,+16749689439
11439,S11439,alice ortiz dvm,2007-09-26,Grade 3,+19768427440
11440,S11440,robert padilla,2009-02-04,Grade 4,+19349538239
11441,S11441,nathan lewis,2017-12-01,Grade 2,+16707775766
11442,S11442,jessica freeman,2019-02-26,Grade 1,+17547074120
11443,S11443,michael ferguson,2011-01-26,Grade 2,+17092587363
11444,S11444,alan mitchell,2016-06-11,Grade 5,+15792586399
11445,S11445,samantha long,2007-07-01,Grade 2,+17345931954
11446,S11446,ruth marshall,2012-09-16,Grade 3,n/a
11447,S11447,christine martin,2016-11-14,Grade 2,+12272441929
11448,S11448,george larsen,2009-05-17,Grade 3,+13083534338
11449,S11449,justin harrington,2007-12-31,Grade 4,+16185750074
11450,S11450,donald wise,2017-09-02,Grade 5,+16893954866
11451,S11451,andrew mora,2007-11-17,Grade 1,+18537414668
11452,S11452,tracey carr,2018-12-29,Grade 2,+19573958279
11453,S11453,kenneth washington,2006-08-16,Grade 2,+15306442130
11454,S11454,reginald stone,2007-10-13,Grade 5,+17589197678
11455,S11455,christopher black,2006-11-20,Grade 3,+19287234867
11456,S11456,dr. haley tapia,2009-02-25,Grade 4,+16176678923
11457,S11457,jeffrey moore,2009-09-17,Grade 2,+14172574869
11458,S11458,melissa miller,2014-02-27,Grade 1,+13677586485
11459,S11459,jonathan wong,2018-05-07,Grade 2,+19443609929
11460,S11460,craig peterson,2011-05-16,Grade 3,+14955277754
11461,S11461,michael hansen,2008-11-13,Grade 2,+18358705283
11462,S11462,philip cooper,2015-05-28,Grade 4,+18128394743
11463,S11463,sandra davis,2007-03-11,Grade 2,n/a
11464,S11464,tara newman,2011-04-16,Grade 3,n/a
11465,S11465,ray melton,2013-03-26,Grade 1,+14995875291
11466,S11466,april roberts,2012-06-24,Grade 3,+16686479746
11467,S11467,elizabeth evans,2010-04-23,Grade 5,+19865416586
11468,S11468,angela spencer,2018-06-13,Grade 3,+12338313918
11469,S11469,kirk phillips,2015-06-08,Grade 2,+13043540426
11470,S11470,kelly barnett,2014-12-13,Grade 4,+17973506325
11471,S11471,kelly gray,2013-11-28,Grade 2,+19385018416
11472,S11472,dustin lopez phd,2011-11-30,Grade 2,+13658595972
11473,S11473,timothy greer,2018-04-05,Grade 4,+17873411404
11474,S11474,rebecca fox,2019-01-26,Grade 5,+13039563878
11475,S11475,selena berry,2015-07-14,Grade 2,+13537346521
11476,S11476,patricia brown,2012-10-20,Grade 1,+12808959436
11477,S11477,pamela murray,2007-01-18,Grade 2,+13322370290
11478,S11478,jennifer reid,2012-08-22,Grade 1,+12772308593
11479,S11479,eric perry,2010-12-13,Grade 5,+16622332478
11480,S11480,ryan hill,2009-06-26,Grade 5,+13848991188
11481,S11481,yolanda alexander,2007-05-29,Grade 1,+16146722545
11482,S11482,julia romero,2014-04-19,Grade 1,+18055110689
11483,S11483,courtney smith,2016-07-30,Grade 2,+13449346459
11484,S11484,andrew morrison,2006-12-21,Grade 5,+12442681289
11485,S11485,catherine ross,2013-11-11,Grade 2,+18999267518
11486,S11486,samantha holmes,2015-11-22,Grade 5,+13355106091
11487,S11487,james palmer,2013-03-25,Grade 4,+16267659789
11488,S11488,laura fisher,2010-10-16,Grade 2,n/a
11489,S11489,ryan neal,2019-03-05,Grade 1,n/a
11490,S11490,zachary jimenez,2012-01-20,Grade 2,+17489925784
11491,S11491,mrs. michelle griffin,2018-07-31,Grade 2,+12516808045
11492,S11492,diana hunt,2013-09-22,Grade 1,+17356638440
11493,S11493,belinda miranda,2006-07-05,Grade 3,+19265311795
11494,S11494,jeffrey hendricks,2011-07-11,Grade 5,+19639157454
11495,S11495,kristen carpenter,2007-09-24,Grade 1,+13635712933
11496,S11496,david lewis,2016-12-17,Grade 5,+15232858888
11497,S11497,amy nguyen,2016-10-25,Grade 4,+13503350027
11498,S11498,william martin,2016-04-19,Grade 3,+13737185489
11499,S11499,mrs. sheryl mcintosh md,2016-03-16,Grade 2,+16344879259
11500,S11500,theresa roach,2012-07-14,Grade 1,+19887156588
11501,S11501,christopher tyler,2010-06-28,Grade 5,+14353440025
11502,S11502,diane armstrong,2009-10-03,Grade 1,n/a
11503,S11503,jason shaffer,2015-01-08,Grade 2,+12974830721
11504,S11504,james mayo,2018-04-06,Grade 2,n/a
11505,S11505,samantha lopez,2006-07-23,Grade 3,+15953272037
11506,S11506,nicholas kent,2018-02-20,Grade 5,+19565637358
11507,S11507,sean rogers,2017-07-06,Grade 2,+12574557483
11508,S11508,monica conway,2016-09-19,Grade 2,+12417573012
11509,S11509,anthony ingram,2011-02-24,Grade 4,+18333054989
11510,S11510,sarah frost,2016-10-21,Grade 5,+16033059961
11511,S11511,gregory poole,2015-01-08,Grade 5,+14387320372
11512,S11512,luis robles,2018-10-12,Grade 3,+19052920740
11513,S11513,nicholas campos,2011-01-30,Grade 4,+14016394089
11514,S11514,george mills jr.,2012-02-13,Grade 5,+15474319255
11515,S11515,audrey ramos,2010-10-30,Grade 5,+17068393847
11516,S11516,kimberly rodriguez,2018-03-20,Grade 4,+14272565587
11517,S11517,deborah wolfe,2015-04-11,Grade 2,+14774332999
11518,S11518,joy lynch,2018-10-26,Grade 1,+15269689110
11519,S11519,bonnie dean,2017-11-01,Grade 2,+14536485679
11520,S11520,tracy nguyen,2006-08-18,Grade 5,+16538090690
11521,S11521,matthew williams,2009-04-12,Grade 3,+19257177076
11522,S11522,jeff schmidt,2009-12-25,Grade 5,+15794276023
11523,S11523,holly rice,2017-06-09,Grade 5,+18578588924
11524,S11524,darrell lopez,2017-11-25,Grade 3,+19196778296
11525,S11525,stephen davis,2009-01-16,Grade 3,+17235636049
11526,S11526,amanda davis,2011-12-09,Grade 4,+13198973402
11527,S11527,alan smith,2015-09-06,Grade 2,+15943796174
11528,S11528,ruth swanson,2010-01-27,Grade 1,+13367548554
11529,S11529,sharon berg,2018-02-09,Grade 1,+17254996952
11530,S11530,daniel moran,2006-07-03,Grade 5,n/a
11531,S11531,thomas ramirez,2011-08-19,Grade 2,+13507364789
11532,S11532,lynn davis,2010-12-31,Grade 3,+19413547589
11533,S11533,kimberly vaughn,2015-04-17,Grade 3,n/a
11534,S11534,marissa figueroa,2013-12-16,Grade 4,n/a
11535,S11535,rebecca washington,2016-04-18,Grade 1,+12335080032
11536,S11536,paul arroyo,2015-05-08,Grade 3,+12647207109
11537,S11537,andrea mitchell,2015-08-29,Grade 4,+16428881014
11538,S11538,nancy cohen,2014-12-25,Grade 2,+17792400919
11539,S11539,connie murray,2013-11-03,Grade 4,+15125943174
11540,S11540,elizabeth davis,2008-11-22,Grade 1,+13323085725
11541,S11541,colleen hunt,2017-05-09,Grade 4,+18149317763
11542,S11542,jane roberts,2016-02-17,Grade 1,+18716197930
11543,S11543,morgan santiago,2010-04-05,Grade 4,+14027307620
11544,S11544,jason fitzpatrick,2014-04-02,Grade 4,+14708041028
11545,S11545,tina perez,2006-09-09,Grade 5,+19916826016
11546,S11546,april smith,2009-10-21,Grade 1,+16415019899
11547,S11547,courtney williams,2019-03-07,Grade 3,+12337808583
11548,S11548,jennifer richards,2015-10-12,Grade 1,+19017984879
11549,S11549,eric johnson,2009-10-25,Grade 2,+12076264716
11550,S11550,betty smith,2015-03-02,Grade 4,+16948359513
11551,S11551,candace george,2006-10-07,Grade 4,+13575360911
11552,S11552,amber murphy,2018-03-15,Grade 5,+18697992673
11553,S11553,julie thompson,2017-01-18,Grade 2,+18295812087
11554,S11554,brian castillo,2006-08-22,Grade 4,n/a
11555,S11555,matthew stanley,2009-08-20,Grade 4,+16228368617
11556,S11556,mary hall,2012-10-11,Grade 4,+18556457940
11557,S11557,michelle martin,2018-05-09,Grade 2,+16099529443
11558,S11558,aaron allen,2012-04-19,Grade 5,+13627961948
11559,S11559,john morales,2006-06-29,Grade 3,+15594212386
11560,S11560,karen johnson,2007-01-06,Grade 5,+16784779277
11561,S11561,dominic meza,2018-01-06,Grade 4,+15562450052
11562,S11562,gregory valencia,2015-09-23,Grade 1,+16736716362
11563,S11563,jacob torres,2017-05-21,Grade 3,+17466190733
11564,S11564,victoria dillon,2012-12-21,Grade 1,+18008361410
11565,S11565,douglas acosta,2012-05-17,Grade 1,+14269049338
11566,S11566,mr. tony martinez,2014-01-23,Grade 1,+12413738274
11567,S11567,jacob bennett,2008-03-15,Grade 5,n/a
11568,S11568,paul white,2017-09-02,Grade 3,+16352671538
11569,S11569,toni martinez,2014-02-25,Grade 1,+17025055632
11570,S11570,william murphy,2011-06-27,Grade 5,+15304831032
11571,S11571,patty english,2016-05-01,Grade 4,+17974312866
11572,S11572,olivia robinson,2016-09-17,Grade 4,+18845012902
11573,S11573,gary ellison,2010-09-24,Grade 2,+13888348206
11574,S11574,belinda smith,2007-02-07,Grade 5,+19997575583
11575,S11575,terri young,2011-04-23,Grade 3,+13019473313
11576,S11576,alan duran,2011-02-17,Grade 4,+13346076817
11577,S11577,diana brown,2011-11-16,Grade 5,+15092930951
11578,S11578,amanda burns,2019-02-08,Grade 2,n/a
11579,S11579,dr. tanya jackson dvm,2009-04-22,Grade 5,+12018279780
11580,S11580,teresa scott,2018-05-03,Grade 2,+16317316295
11581,S11581,laura macdonald,2012-09-14,Grade 4,+15023517296
11582,S11582,theresa morris,2009-12-21,Grade 1,+13564174213
11583,S11583,debra king,2010-11-08,Grade 1,+12525117197
11584,S11584,melody smith,2008-04-02,Grade 1,+13038331037
11585,S11585,andrea humphrey,2012-04-05,Grade 5,+13154273162
11586,S11586,zachary cooley,2010-09-02,Grade 3,+19418221916
11587,S11587,aaron smith,2014-10-01,Grade 3,+14147063892
11588,S11588,amy grimes,2006-08-28,Grade 4,+17132153298
11589,S11589,roberto vega,2018-01-05,Grade 4,+19318379306
11590,S11590,joseph santiago,2017-07-19,Grade 3,+16664473729
11591,S11591,rebecca watson phd,2010-06-07,Grade 5,+14512175437
11592,S11592,robert kemp,2016-11-02,Grade 3,+18523386674
11593,S11593,dustin page,2016-05-25,Grade 4,+15187643827
11594,S11594,kevin edwards,2008-08-21,Grade 1,+19317959823
11595,S11595,victor ryan,2006-07-10,Grade 3,+14484221686
11596,S11596,kevin neal,2010-05-14,Grade 1,+14378405274
11597,S11597,roger horton,2015-12-19,Grade 4,+14684007558
11598,S11598,charles chung,2013-09-21,Grade 5,+12673765040
11599,S11599,donald parrish,2006-08-05,Grade 5,+18466595611
11600,S11600,deanna clark,2009-01-22,Grade 5,+14796362679
11601,S11601,tony pham,2013-10-03,Grade 4,+13424473138
11602,S11602,elizabeth cole,2012-11-14,Grade 1,+16875140746
11603,S11603,steven gonzalez,2007-02-19,Grade 2,+18033109174
11604,S11604,gavin hamilton,2012-01-01,Grade 1,+13829913757
11605,S11605,malik heath,2018-03-08,Grade 4,+15398429885
11606,S11606,ronald cuevas,2006-10-15,Grade 2,+14527507594
11607,S11607,breanna gentry,2017-11-15,Grade 4,+13695761854
11608,S11608,diana harrison,2011-07-04,Grade 2,+13446808862
11609,S11609,charles johnson,2015-06-03,Grade 2,+17243925636
11610,S11610,misty vang,2017-04-01,Grade 1,+13467546241
11611,S11611,aaron miller,2016-03-08,Grade 5,n/a
11612,S11612,terry garcia,2007-03-28,Grade 5,+15813535785
11613,S11613,mary richardson,2009-11-08,Grade 2,+13545050650
11614,S11614,mark matthews,2016-05-07,Grade 5,+14324215350
11615,S11615,linda martinez,2013-10-12,Grade 1,+19078230917
11616,S11616,anthony hill,2018-09-12,Grade 1,+15923741319
11617,S11617,james guzman,2017-08-27,Grade 5,+18454545772
11618,S11618,paul allen,2009-04-12,Grade 2,+18993674721
11619,S11619,barbara sawyer,2015-11-30,Grade 1,+14655896008
11620,S11620,abigail pratt,2009-03-26,Grade 3,+17454123290
11621,S11621,ryan hicks,2017-12-18,Grade 1,n/a
11622,S11622,micheal moses,2018-12-09,Grade 2,n/a
11623,S11623,christopher nichols,2007-01-03,Grade 4,+17019030412
11624,S11624,devin estrada,2012-06-27,Grade 5,+12517733260
11625,S11625,susan harris,2014-04-04,Grade 5,+17125305198
11626,S11626,teresa moore,2007-03-07,Grade 2,+14193573841
11627,S11627,raymond warner,2014-06-01,Grade 3,+15296763373
11628,S11628,sarah williams,2016-02-12,Grade 1,+19205926737
11629,S11629,william brown,2019-02-20,Grade 2,n/a
11630,S11630,natasha parker,2013-09-12,Grade 3,+19663831368
11631,S11631,john howard,2012-12-12,Grade 3,+14647977598
11632,S11632,joseph torres,2018-09-10,Grade 1,+18614721433
11633,S11633,kelly martinez,2014-06-09,Grade 4,+15928463619
11634,S11634,sarah hernandez,2018-02-21,Grade 5,+16029313002
11635,S11635,frances burns,2009-08-10,Grade 3,+18255246171
11636,S11636,john bennett,2016-12-25,Grade 5,+19614084769
11637,S11637,jonathan stephens,2011-07-20,Grade 4,+14248498829
11638,S11638,angelica white,2010-01-31,Grade 5,+14863774318
11639,S11639,tracy villanueva,2014-09-09,Grade 4,+18976569921
11640,S11640,james pierce,2018-09-18,Grade 2,+17424618909
11641,S11641,alexander castillo,2013-09-20,Grade 5,+12554124071
11642,S11642,natalie hernandez,2011-10-01,Grade 4,+13037572250
11643,S11643,christine gordon,2012-02-12,Grade 2,+17564587912
11644,S11644,eric graham,2014-10-15,Grade 3,+17684649832
11645,S11645,michael mcdonald,2015-05-30,Grade 5,+13204761976
11646,S11646,selena wright,2012-10-05,Grade 1,+12485967474
11647,S11647,amanda king,2015-10-14,Grade 1,+19483789581
11648,S11648,stephanie moon,2014-04-21,Grade 4,+14627547381
11649,S11649,karla hubbard,2015-11-08,Grade 3,+19798266953
11650,S11650,stephanie stout,2014-08-06,Grade 3,n/a
11651,S11651,linda morris,2010-04-29,Grade 3,+16729237911
11652,S11652,john jordan,2016-09-22,Grade 1,n/a
11653,S11653,elizabeth brown,2007-06-05,Grade 3,+16996595185
11654,S11654,courtney combs,2009-05-19,Grade 1,+12406953169
11655,S11655,miss cynthia robertson phd,2006-11-29,Grade 5,+18364851267
11656,S11656,nathaniel garcia,2016-07-29,Grade 2,+15116367600
11657,S11657,alex harrison,2015-11-09,Grade 5,n/a
11658,S11658,michelle crawford,2016-12-27,Grade 3,+19164268568
11659,S11659,melissa bennett,2006-12-26,Grade 5,+12228000645
11660,S11660,dennis lozano,2006-06-01,Grade 4,+14955688023
11661,S11661,micheal hensley,2011-02-01,Grade 4,+13285385510
11662,S11662,richard brock,2007-06-14,Grade 2,+12838611414
11663,S11663,michelle rhodes,2012-11-14,Grade 5,+19556426311
11664,S11664,tammie jimenez,2017-02-02,Grade 1,+14064697995
11665,S11665,joshua rodriguez,2015-08-08,Grade 1,+17057228568
11666,S11666,peggy mason dds,2011-03-12,Grade 4,+13242200162
11667,S11667,jean brooks,2012-12-18,Grade 3,+18784281120
11668,S11668,morgan williams,2015-04-26,Grade 1,+14537978456
11669,S11669,tiffany miles,2013-11-28,Grade 5,+15978717688
11670,S11670,tracy jones,2018-06-26,Grade 4,+16795526048
11671,S11671,andrea jackson,2012-11-20,Grade 1,+17192936284
11672,S11672,andrew wilson,2014-01-24,Grade 3,+14332137998
11673,S11673,dylan harris,2016-04-10,Grade 4,+14235328163
11674,S11674,danielle cook,2016-04-27,Grade 1,+12599207644
11675,S11675,dennis rodriguez,2019-01-13,Grade 2,n/a
11676,S11676,beverly lopez phd,2010-10-01,Grade 4,+12966955052
11677,S11677,jason alvarez jr.,2014-07-11,Grade 4,+14386576433
11678,S11678,michael stafford,2018-12-11,Grade 4,+17417563200
11679,S11679,dr. jorge webb,2017-09-20,Grade 4,+12847841317
11680,S11680,robin mccall,2016-09-14,Grade 2,+15284394220
11681,S11681,gregory blair,2011-12-16,Grade 1,+15787021682
11682,S11682,brianna lane,2016-12-24,Grade 3,+16169918421
11683,S11683,kent lutz,2015-04-29,Grade 5,+17619764092
11684,S11684,dr. ashley jimenez,2010-02-01,Grade 3,+17054537530
11685,S11685,adam camacho,2007-10-25,Grade 1,+12485705319
11686,S11686,melanie anderson,2017-07-25,Grade 2,+15336548168
11687,S11687,rachel williams,2009-06-04,Grade 5,+17807093334
11688,S11688,jessica strong,2006-07-18,Grade 4,+15516506119
11689,S11689,evelyn allison,2011-06-30,Grade 4,+19919270031
11690,S11690,whitney thomas md,2012-04-01,Grade 4,+15554870679
11691,S11691,kyle williams,2013-04-29,Grade 5,+17244239531
11692,S11692,gregory gutierrez,2012-07-18,Grade 1,+14793709766
11693,S11693,melissa robertson,2013-10-31,Grade 3,+19256579073
11694,S11694,christopher calhoun,2009-08-22,Grade 2,+14753346228
11695,S11695,elizabeth cooke,2016-12-22,Grade 5,+13455410952
11696,S11696,amy ruiz,2012-07-03,Grade 2,+18999400301
11697,S11697,christopher hayes,2013-12-17,Grade 3,+18908144033
11698,S11698,tammy richardson,2010-09-10,Grade 2,+17457445419
11699,S11699,brent stafford,2010-06-10,Grade 2,+18246192462
11700,S11700,seth estrada,2017-08-13,Grade 3,+16624826616
11701,S11701,leslie tyler,2007-01-12,Grade 2,n/a
11702,S11702,glenda brown,2010-07-01,Grade 1,+15272884053
11703,S11703,catherine sanders,2015-07-16,Grade 4,+19648292857
11704,S11704,karen hall,2017-03-07,Grade 5,+12354905918
11705,S11705,dawn sandoval dvm,2013-03-09,Grade 4,+12898985759
11706,S11706,jeanette hernandez,2018-03-24,Grade 5,+12214249311
11707,S11707,ricky garza,2018-12-09,Grade 3,+12462942666
11708,S11708,elizabeth morgan,2017-07-24,Grade 5,+12744479069
11709,S11709,brittany olson,2006-04-30,Grade 2,+18758007564
11710,S11710,chad ward,2008-05-28,Grade 3,+13075177271
11711,S11711,jessica nguyen,2010-01-01,Grade 5,+14463958561
11712,S11712,danielle murphy,2015-08-20,Grade 5,+12234000491
11713,S11713,sherry carlson md,2013-09-26,Grade 3,+16728295610
11714,S11714,richard stewart,2008-10-21,Grade 3,+14858819249
11715,S11715,hailey henry,2015-11-16,Grade 1,+18579243140
11716,S11716,tyler greene,2012-06-14,Grade 2,+13102485902
11717,S11717,isaiah yoder,2010-01-29,Grade 3,+14966614421
11718,S11718,joe reyes,2017-12-02,Grade 1,+17034947791
11719,S11719,michelle thomas,2009-08-07,Grade 3,n/a
11720,S11720,kelly moon,2015-07-26,Grade 4,+15959501241
11721,S11721,rebecca jordan,2019-02-10,Grade 2,+19518306167
11722,S11722,valerie davis,2016-07-28,Grade 1,+17914163138
11723,S11723,melissa watson,2017-02-25,Grade 4,+17097839754
11724,S11724,michelle smith,2009-08-19,Grade 4,+17374331408
11725,S11725,edward hopkins,2016-01-31,Grade 4,+13184558453
11726,S11726,brittany ray,2015-08-20,Grade 3,+13674013033
11727,S11727,sarah roberts,2009-03-02,Grade 2,n/a
11728,S11728,jeremiah miller,2009-03-07,Grade 4,+18528768264
11729,S11729,walter hall md,2013-11-03,Grade 1,+12335948344
11730,S11730,marcia collins,2010-06-18,Grade 3,+14443431760
11731,S11731,charles brown ii,2010-06-18,Grade 1,+16483875184
11732,S11732,brittney case,2015-02-19,Grade 1,+12375708309
11733,S11733,kelly rhodes,2009-12-06,Grade 4,+14222016278
11734,S11734,jennifer craig dvm,2017-05-02,Grade 4,+13639025568
11735,S11735,robert drake,2010-04-12,Grade 5,+15302879923
11736,S11736,daniel miller,2018-08-17,Grade 3,+13235198717
11737,S11737,wesley murphy,2006-08-23,Grade 3,+18954416961
11738,S11738,jaime davis,2011-07-30,Grade 2,+17112250703
11739,S11739,jessica sherman,2016-12-17,Grade 1,n/a
11740,S11740,rhonda garcia,2014-04-17,Grade 1,+12932830367
11741,S11741,curtis weber,2016-09-28,Grade 3,+13682829523
11742,S11742,teresa flynn,2014-05-03,Grade 4,+16006507847
11743,S11743,lauren henry,2010-02-17,Grade 3,+13293677327
11744,S11744,samantha cannon,2008-10-18,Grade 4,+15338623762
